tag,model_name,model_id,modelVersion_name,modelVersion_id,modelVersion_url,modelVersion_trainedWords,model_download_count,baseModel
scuffed,djz Scuffed Robotics,22940,v21,27386,https://civitai.com/api/download/models/27386,['scuffedrobotics'],452,SD 2.1 768
anime,GOTTA MIX,69377,2ndmix,94956,https://civitai.com/api/download/models/94956,[''],3501,SD 1.5
style,GOTTA MIX,69377,2ndmix,94956,https://civitai.com/api/download/models/94956,[''],3501,SD 1.5
anime,Weri Diffusion,12728,v1.0,14998,https://civitai.com/api/download/models/14998,['weriart style'],169,Other
girl,Weri Diffusion,12728,v1.0,14998,https://civitai.com/api/download/models/14998,['weriart style'],169,Other
style,Weri Diffusion,12728,v1.0,14998,https://civitai.com/api/download/models/14998,['weriart style'],169,Other
art style,Weri Diffusion,12728,v1.0,14998,https://civitai.com/api/download/models/14998,['weriart style'],169,Other
artist,Weri Diffusion,12728,v1.0,14998,https://civitai.com/api/download/models/14998,['weriart style'],169,Other
artstyle,Weri Diffusion,12728,v1.0,14998,https://civitai.com/api/download/models/14998,['weriart style'],169,Other
weri,Weri Diffusion,12728,v1.0,14998,https://civitai.com/api/download/models/14998,['weriart style'],169,Other
space,djz Liminal Space,22804,v21,27232,https://civitai.com/api/download/models/27232,['liminalspace'],344,SD 2.1 768
liminal space,djz Liminal Space,22804,v21,27232,https://civitai.com/api/download/models/27232,['liminalspace'],344,SD 2.1 768
style,djz Liminal Space,22804,v21,27232,https://civitai.com/api/download/models/27232,['liminalspace'],344,SD 2.1 768
liminal,djz Liminal Space,22804,v21,27232,https://civitai.com/api/download/models/27232,['liminalspace'],344,SD 2.1 768
character,cutesmallv4,88106,v4,93768,https://civitai.com/api/download/models/93768,[''],452,Other
photorealistic,CyberDream | CNrealistic_MIXv11,88855,v11,94544,https://civitai.com/api/download/models/94544,[''],643,SD 1.5
female,CyberDream | CNrealistic_MIXv11,88855,v11,94544,https://civitai.com/api/download/models/94544,[''],643,SD 1.5
base model,CyberDream | CNrealistic_MIXv11,88855,v11,94544,https://civitai.com/api/download/models/94544,[''],643,SD 1.5
girls,CyberDream | CNrealistic_MIXv11,88855,v11,94544,https://civitai.com/api/download/models/94544,[''],643,SD 1.5
realistic,CyberDream | CNrealistic_MIXv11,88855,v11,94544,https://civitai.com/api/download/models/94544,[''],643,SD 1.5
anime,SiO2  二氧化硅,89907,v1.2,95743,https://civitai.com/api/download/models/95743,[''],514,SD 1.5
style,SiO2  二氧化硅,89907,v1.2,95743,https://civitai.com/api/download/models/95743,[''],514,SD 1.5
anime,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
character,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
person,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
sexy,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
female,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
art style,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
woman,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
illustration,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
game character,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
girls,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
portraits,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
video game,3D_Mix_Character,94726,Version 1.0,101038,https://civitai.com/api/download/models/101038,[''],567,SD 1.5
container,Snow Globe,1145,v1,1165,https://civitai.com/api/download/models/1165,['mj-sphere'],511,SD 1.5
snow globe,Snow Globe,1145,v1,1165,https://civitai.com/api/download/models/1165,['mj-sphere'],511,SD 1.5
spheres,Snow Globe,1145,v1,1165,https://civitai.com/api/download/models/1165,['mj-sphere'],511,SD 1.5
style,Snow Globe,1145,v1,1165,https://civitai.com/api/download/models/1165,['mj-sphere'],511,SD 1.5
photorealistic,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
nature,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
style,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
food,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
woman,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
cars,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
men,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
archviz,ReaDiff (Realistic Diffusion),59941,v1.0,64400,https://civitai.com/api/download/models/64400,[''],648,SD 1.5
knights,djz Ascendent Knights V21 & V15,3960,V21-768,4409,https://civitai.com/api/download/models/4409,['ascendentknights'],146,SD 2.1 768
cybernetic,djz Ascendent Knights V21 & V15,3960,V21-768,4409,https://civitai.com/api/download/models/4409,['ascendentknights'],146,SD 2.1 768
ascendents,djz Ascendent Knights V21 & V15,3960,V21-768,4409,https://civitai.com/api/download/models/4409,['ascendentknights'],146,SD 2.1 768
style,djz Ascendent Knights V21 & V15,3960,V21-768,4409,https://civitai.com/api/download/models/4409,['ascendentknights'],146,SD 2.1 768
armor,djz Ascendent Knights V21 & V15,3960,V21-768,4409,https://civitai.com/api/download/models/4409,['ascendentknights'],146,SD 2.1 768
sci fi,djz Ascendent Knights V21 & V15,3960,V21-768,4409,https://civitai.com/api/download/models/4409,['ascendentknights'],146,SD 2.1 768
anime,Butterscotch Mix,16213,v1.0,19149,https://civitai.com/api/download/models/19149,[''],416,SD 1.5
character,Butterscotch Mix,16213,v1.0,19149,https://civitai.com/api/download/models/19149,[''],416,SD 1.5
model,Butterscotch Mix,16213,v1.0,19149,https://civitai.com/api/download/models/19149,[''],416,SD 1.5
fantasy,Butterscotch Mix,16213,v1.0,19149,https://civitai.com/api/download/models/19149,[''],416,SD 1.5
semi-realistic,Butterscotch Mix,16213,v1.0,19149,https://civitai.com/api/download/models/19149,[''],416,SD 1.5
style,Final Fantasy VII Remake,1252,5.1,1327,https://civitai.com/api/download/models/1327,"['Tifa Lockhart,Cloud Strife,Barret Wallace,aerith gainsborough,midgar city,midgar city business district,midgar city slums district,biggs ff7r,wedge ff7r,jessie rasberry,inside seventh heaven bar,shinra security officer,in the style of midgar city']",355,SD 1.5
video game,Final Fantasy VII Remake,1252,5.1,1327,https://civitai.com/api/download/models/1327,"['Tifa Lockhart,Cloud Strife,Barret Wallace,aerith gainsborough,midgar city,midgar city business district,midgar city slums district,biggs ff7r,wedge ff7r,jessie rasberry,inside seventh heaven bar,shinra security officer,in the style of midgar city']",355,SD 1.5
anime,AnimeHP,70520,AnimeHP v1.0,75186,https://civitai.com/api/download/models/75186,[''],416,SD 1.5
animals,AnimeHP,70520,AnimeHP v1.0,75186,https://civitai.com/api/download/models/75186,[''],416,SD 1.5
person,AnimeHP,70520,AnimeHP v1.0,75186,https://civitai.com/api/download/models/75186,[''],416,SD 1.5
concept,AnimeHP,70520,AnimeHP v1.0,75186,https://civitai.com/api/download/models/75186,[''],416,SD 1.5
conceptual,AnimeHP,70520,AnimeHP v1.0,75186,https://civitai.com/api/download/models/75186,[''],416,SD 1.5
character，,AnimeHP,70520,AnimeHP v1.0,75186,https://civitai.com/api/download/models/75186,[''],416,SD 1.5
anime,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
monsters,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
game art,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
atlus,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
persona,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
shin megami tensei,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
demons,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
style,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
artstyle,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
video game,金子一馬　kazuma_kaneko_human-shape_demon_design_2000s_style,19418,v.1.0,23048,https://civitai.com/api/download/models/23048,['kazuma_kaneko'],356,SD 1.4
anime,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
boy,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
portaits,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
female,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
base model,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
woman,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
illustration,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
girls,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
male,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
man,Cool Mix,63455,v1.0,68006,https://civitai.com/api/download/models/68006,[''],508,SD 1.5
style,anime2.1,58798,v1.5,66018,https://civitai.com/api/download/models/66018,[''],393,SD 2.1 768
styl,anime2.1,58798,v1.5,66018,https://civitai.com/api/download/models/66018,[''],393,SD 2.1 768
female,DivasRev,80311,v1.0,85140,https://civitai.com/api/download/models/85140,[''],142,SD 1.5
base model,DivasRev,80311,v1.0,85140,https://civitai.com/api/download/models/85140,[''],142,SD 1.5
woman,DivasRev,80311,v1.0,85140,https://civitai.com/api/download/models/85140,[''],142,SD 1.5
girls,DivasRev,80311,v1.0,85140,https://civitai.com/api/download/models/85140,[''],142,SD 1.5
realistic,DivasRev,80311,v1.0,85140,https://civitai.com/api/download/models/85140,[''],142,SD 1.5
anime,VirtueMix v0.1,59456,v0.1,63911,https://civitai.com/api/download/models/63911,[''],370,SD 1.5
character,VirtueMix v0.1,59456,v0.1,63911,https://civitai.com/api/download/models/63911,[''],370,SD 1.5
woman,VirtueMix v0.1,59456,v0.1,63911,https://civitai.com/api/download/models/63911,[''],370,SD 1.5
cartoon,VirtueMix v0.1,59456,v0.1,63911,https://civitai.com/api/download/models/63911,[''],370,SD 1.5
cartoonish,VirtueMix v0.1,59456,v0.1,63911,https://civitai.com/api/download/models/63911,[''],370,SD 1.5
anime,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
landscapes,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
photorealistic,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
digital art,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
cyberpunk,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
character art,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
concept art,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
model,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
fantasy art,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
style,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
illustration,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
artistic,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
cinematic,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
photorealism,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
realistic,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
video game,DayBreak Diffusion,11627,DBD1.0,15124,https://civitai.com/api/download/models/15124,[''],603,SD 1.5
style,Q style,88647,v1.0,94335,https://civitai.com/api/download/models/94335,['q style'],259,Other
person,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
photorealistic,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
female,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
youtuber,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
asian,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
dancer,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
woman,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
celebrity,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
girls,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
korean,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
portraits,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
realistic,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
pose,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
korean girl,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
dance,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
korean model,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
youtube,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
asian girl,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
kpop girl,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
ari,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
waveya,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
asian woman,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
koreangirl,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
twerk,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
koreanmodel,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
jangeunyoung,Ari WAVEYA,25184,v2,96398,https://civitai.com/api/download/models/96398,['JangEunYoung'],328,SD 1.5
character,Ishizuka,62419,v1.0,66973,https://civitai.com/api/download/models/66973,['ishizuka'],204,SD 1.5
girls,Ishizuka,62419,v1.0,66973,https://civitai.com/api/download/models/66973,['ishizuka'],204,SD 1.5
characters,Ishizuka,62419,v1.0,66973,https://civitai.com/api/download/models/66973,['ishizuka'],204,SD 1.5
color,Ishizuka,62419,v1.0,66973,https://civitai.com/api/download/models/66973,['ishizuka'],204,SD 1.5
anime,meng,24422,meng+shadow,29202,https://civitai.com/api/download/models/29202,[''],332,Other
cute,meng,24422,meng+shadow,29202,https://civitai.com/api/download/models/29202,[''],332,Other
sprout,meng,24422,meng+shadow,29202,https://civitai.com/api/download/models/29202,[''],332,Other
character,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
star trek,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
scifi,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
portrait,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
multi-character,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
1990s,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
sci fi,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
deep space nine,Terok Nor (2.1),26458,3.20,31679,https://civitai.com/api/download/models/31679,['sdn'],288,SD 2.1 768
subject,Pepe style,1129,v2,1145,https://civitai.com/api/download/models/1145,['pepestyle person'],225,SD 1.5
character,RPGmix,21343,RPGMix V1.0,25406,https://civitai.com/api/download/models/25406,"['pixarstyle ,fantasy,rpg']",344,SD 1.5
digital art,RPGmix,21343,RPGMix V1.0,25406,https://civitai.com/api/download/models/25406,"['pixarstyle ,fantasy,rpg']",344,SD 1.5
pepe,Pepe style,1129,v2,1145,https://civitai.com/api/download/models/1145,['pepestyle person'],225,SD 1.5
woman,RPGmix,21343,RPGMix V1.0,25406,https://civitai.com/api/download/models/25406,"['pixarstyle ,fantasy,rpg']",344,SD 1.5
meme,Pepe style,1129,v2,1145,https://civitai.com/api/download/models/1145,['pepestyle person'],225,SD 1.5
illustration,RPGmix,21343,RPGMix V1.0,25406,https://civitai.com/api/download/models/25406,"['pixarstyle ,fantasy,rpg']",344,SD 1.5
fantasy,RPGmix,21343,RPGMix V1.0,25406,https://civitai.com/api/download/models/25406,"['pixarstyle ,fantasy,rpg']",344,SD 1.5
semi-realistic,RPGmix,21343,RPGMix V1.0,25406,https://civitai.com/api/download/models/25406,"['pixarstyle ,fantasy,rpg']",344,SD 1.5
anime,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
colorful,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
base model,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
scenery,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
illustration,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
portraits,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
characters,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
semirealistic,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
backgrounds,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
wallpaer,SoteMix,72182,v1.0,76933,https://civitai.com/api/download/models/76933,[''],428,SD 1.5
anime,Aerial,90576,Aerial_v0,96495,https://civitai.com/api/download/models/96495,[''],318,SD 1.5
character,Aerial,90576,Aerial_v0,96495,https://civitai.com/api/download/models/96495,[''],318,SD 1.5
sexy,Aerial,90576,Aerial_v0,96495,https://civitai.com/api/download/models/96495,[''],318,SD 1.5
illustration,Aerial,90576,Aerial_v0,96495,https://civitai.com/api/download/models/96495,[''],318,SD 1.5
fantasy,Aerial,90576,Aerial_v0,96495,https://civitai.com/api/download/models/96495,[''],318,SD 1.5
girls,Aerial,90576,Aerial_v0,96495,https://civitai.com/api/download/models/96495,[''],318,SD 1.5
anime,KheyouMix [1b8b712d80],5181,KheyouMix [1b8b712d80],6011,https://civitai.com/api/download/models/6011,[''],225,SD 1.5
character,Apollo,46443,v1.0,51069,https://civitai.com/api/download/models/51069,[''],380,SD 1.5
base model,KheyouMix [1b8b712d80],5181,KheyouMix [1b8b712d80],6011,https://civitai.com/api/download/models/6011,[''],225,SD 1.5
photorealistic,Apollo,46443,v1.0,51069,https://civitai.com/api/download/models/51069,[''],380,SD 1.5
realistic,KheyouMix [1b8b712d80],5181,KheyouMix [1b8b712d80],6011,https://civitai.com/api/download/models/6011,[''],225,SD 1.5
female,Apollo,46443,v1.0,51069,https://civitai.com/api/download/models/51069,[''],380,SD 1.5
analog,Apollo,46443,v1.0,51069,https://civitai.com/api/download/models/51069,[''],380,SD 1.5
portrait,Apollo,46443,v1.0,51069,https://civitai.com/api/download/models/51069,[''],380,SD 1.5
nsfw,Apollo,46443,v1.0,51069,https://civitai.com/api/download/models/51069,[''],380,SD 1.5
anime,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
character,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
photorealistic,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
female,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
cosplay,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
cg,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
woman,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
game character,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
realistic,4MOON_Cosplay,47856,v1,52446,https://civitai.com/api/download/models/52446,[''],458,SD 1.5
anime,CyanohydrinMix,83641,V4,96609,https://civitai.com/api/download/models/96609,[''],745,SD 1.5
base model,CyanohydrinMix,83641,V4,96609,https://civitai.com/api/download/models/96609,[''],745,SD 1.5
person,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
photorealistic,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
sexy,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
female,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
nude,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
character art,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
realism,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
base model,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
woman,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
cute,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
girls,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
male,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
photography,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
realistic,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
characters,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
lovely,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
beautiful girl,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
cute girl,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
beautiful face,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
human,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
nude model,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
beautiful eyes,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
beautiful visuals,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
basemodel,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
styles,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
realistic style,Model Mix_Test Version,87554,ModelMixTest,93174,https://civitai.com/api/download/models/93174,[''],299,SD 1.5
anime,OctoMix,22213,Octomix,26518,https://civitai.com/api/download/models/26518,[''],374,SD 1.5
base model,OctoMix,22213,Octomix,26518,https://civitai.com/api/download/models/26518,[''],374,SD 1.5
flat colors,OctoMix,22213,Octomix,26518,https://civitai.com/api/download/models/26518,[''],374,SD 1.5
2d,OctoMix,22213,Octomix,26518,https://civitai.com/api/download/models/26518,[''],374,SD 1.5
female,Hyper & Love Journey,30598,lvejour,36939,https://civitai.com/api/download/models/36939,"['hyperstyle, art by mandy jurgens, oil painting, realistic:1.8']",259,SD 1.5
style,Hyper & Love Journey,30598,lvejour,36939,https://civitai.com/api/download/models/36939,"['hyperstyle, art by mandy jurgens, oil painting, realistic:1.8']",259,SD 1.5
woman,Hyper & Love Journey,30598,lvejour,36939,https://civitai.com/api/download/models/36939,"['hyperstyle, art by mandy jurgens, oil painting, realistic:1.8']",259,SD 1.5
anime,Realgar-v1.0,70713,v1.0,75396,https://civitai.com/api/download/models/75396,[''],221,SD 2.1 768
girl,Realgar-v1.0,70713,v1.0,75396,https://civitai.com/api/download/models/75396,[''],221,SD 2.1 768
style,Realgar-v1.0,70713,v1.0,75396,https://civitai.com/api/download/models/75396,[''],221,SD 2.1 768
photorealistic,Lora Lover (Realistic),91478,v1.0,97490,https://civitai.com/api/download/models/97490,[''],489,SD 1.5
base model,Lora Lover (Realistic),91478,v1.0,97490,https://civitai.com/api/download/models/97490,[''],489,SD 1.5
