tag,model_name,model_id,modelVersion_name,modelVersion_id,modelVersion_url,modelVersion_trainedWords,model_download_count,baseModel
artstyle,BluePastel,32333,V1,38765,https://civitai.com/api/download/models/38765,[''],1375,SD 1.5
girls,BluePastel,32333,V1,38765,https://civitai.com/api/download/models/38765,[''],1375,SD 1.5
style,dvPortrait,24348,dvPortrait v1.0: Women,29106,https://civitai.com/api/download/models/29106,['dvportrait'],374,SD 2.1
character,AITakuya,42134,v1.0,46824,https://civitai.com/api/download/models/46824,"['best quality,sksTakuya']",64,SD 1.5
kbtit,AITakuya,42134,v1.0,46824,https://civitai.com/api/download/models/46824,"['best quality,sksTakuya']",64,SD 1.5
takuya,AITakuya,42134,v1.0,46824,https://civitai.com/api/download/models/46824,"['best quality,sksTakuya']",64,SD 1.5
anime,Vima Model,6399,vima-v1-3k,7514,https://civitai.com/api/download/models/7514,['by vima'],105,SD 1.5
vibrant colors,Vima Model,6399,vima-v1-3k,7514,https://civitai.com/api/download/models/7514,['by vima'],105,SD 1.5
anime,Nothing Clay Mann,91533,v1.0,97562,https://civitai.com/api/download/models/97562,['Clay Mann'],316,SD 1.5
base model,Nothing Clay Mann,91533,v1.0,97562,https://civitai.com/api/download/models/97562,['Clay Mann'],316,SD 1.5
western,Nothing Clay Mann,91533,v1.0,97562,https://civitai.com/api/download/models/97562,['Clay Mann'],316,SD 1.5
clay mann,Nothing Clay Mann,91533,v1.0,97562,https://civitai.com/api/download/models/97562,['Clay Mann'],316,SD 1.5
art style,DMMID Style,14609,MODEL,17207,https://civitai.com/api/download/models/17207,['dmmid style'],766,SD 1.5
classic,Cartoon Style Classic,33030,V1,39386,https://civitai.com/api/download/models/39386,"['looney tunes style,disney style,classic animation style']",1164,SD 1.5
animation,Cartoon Style Classic,33030,V1,39386,https://civitai.com/api/download/models/39386,"['looney tunes style,disney style,classic animation style']",1164,SD 1.5
western art,Cartoon Style Classic,33030,V1,39386,https://civitai.com/api/download/models/39386,"['looney tunes style,disney style,classic animation style']",1164,SD 1.5
american,Cartoon Style Classic,33030,V1,39386,https://civitai.com/api/download/models/39386,"['looney tunes style,disney style,classic animation style']",1164,SD 1.5
base model,Cartoon Style Classic,33030,V1,39386,https://civitai.com/api/download/models/39386,"['looney tunes style,disney style,classic animation style']",1164,SD 1.5
cartoon,Cartoon Style Classic,33030,V1,39386,https://civitai.com/api/download/models/39386,"['looney tunes style,disney style,classic animation style']",1164,SD 1.5
comic book,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
landscapes,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
all in one,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
intricate,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
pareidolia,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
wilfred lee,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
artists journey,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
original artist,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
style,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
art style,Pareidolia Gateway,1242,V1,1315,https://civitai.com/api/download/models/1315,['sks place'],869,SD 1.5
nature,kaodiiLandscapeMix - night,94097,v1.0,100378,https://civitai.com/api/download/models/100378,[''],357,SD 1.5
background,kaodiiLandscapeMix - night,94097,v1.0,100378,https://civitai.com/api/download/models/100378,[''],357,SD 1.5
landscape,kaodiiLandscapeMix - night,94097,v1.0,100378,https://civitai.com/api/download/models/100378,[''],357,SD 1.5
backgrounds,kaodiiLandscapeMix - night,94097,v1.0,100378,https://civitai.com/api/download/models/100378,[''],357,SD 1.5
anime,majicMIX reverie,65055,v1.0,69687,https://civitai.com/api/download/models/69687,[''],8976,SD 1.5
aesthetic,majicMIX reverie,65055,v1.0,69687,https://civitai.com/api/download/models/69687,[''],8976,SD 1.5
base model,majicMIX reverie,65055,v1.0,69687,https://civitai.com/api/download/models/69687,[''],8976,SD 1.5
2.5d,majicMIX reverie,65055,v1.0,69687,https://civitai.com/api/download/models/69687,[''],8976,SD 1.5
anime,Chaos3.0,91534,v1.0,97557,https://civitai.com/api/download/models/97557,[''],478,SD 1.5
base model,Chaos3.0,91534,v1.0,97557,https://civitai.com/api/download/models/97557,[''],478,SD 1.5
art style,Chaos3.0,91534,v1.0,97557,https://civitai.com/api/download/models/97557,[''],478,SD 1.5
character,LOFA_RealMIX,97203,v1.0,103879,https://civitai.com/api/download/models/103879,[''],197,SD 1.5
photorealistic,LOFA_RealMIX,97203,v1.0,103879,https://civitai.com/api/download/models/103879,[''],197,SD 1.5
girls,LOFA_RealMIX,97203,v1.0,103879,https://civitai.com/api/download/models/103879,[''],197,SD 1.5
anime,Waifu Diffusion - Beta 03,66705,Beta 3,71346,https://civitai.com/api/download/models/71346,[''],412,SD 2.1 768
base model,Waifu Diffusion - Beta 03,66705,Beta 3,71346,https://civitai.com/api/download/models/71346,[''],412,SD 2.1 768
woman,Waifu Diffusion - Beta 03,66705,Beta 3,71346,https://civitai.com/api/download/models/71346,[''],412,SD 2.1 768
anime,Yu-Gi-Oh! Cardfus,6357,1.0,7459,https://civitai.com/api/download/models/7459,"['official art,yu-gi-oh!']",95,Other
style,Yu-Gi-Oh! Cardfus,6357,1.0,7459,https://civitai.com/api/download/models/7459,"['official art,yu-gi-oh!']",95,Other
art style,Yu-Gi-Oh! Cardfus,6357,1.0,7459,https://civitai.com/api/download/models/7459,"['official art,yu-gi-oh!']",95,Other
cartoon,Yu-Gi-Oh! Cardfus,6357,1.0,7459,https://civitai.com/api/download/models/7459,"['official art,yu-gi-oh!']",95,Other
fantasy,Yu-Gi-Oh! Cardfus,6357,1.0,7459,https://civitai.com/api/download/models/7459,"['official art,yu-gi-oh!']",95,Other
celebrity,"Mark Rutte VVD ""Muppet Minister"" ",18576,v1,22038,https://civitai.com/api/download/models/22038,['mrkrut'],63,SD 1.5
real person,"Mark Rutte VVD ""Muppet Minister"" ",18576,v1,22038,https://civitai.com/api/download/models/22038,['mrkrut'],63,SD 1.5
mark rutte,"Mark Rutte VVD ""Muppet Minister"" ",18576,v1,22038,https://civitai.com/api/download/models/22038,['mrkrut'],63,SD 1.5
vvd,"Mark Rutte VVD ""Muppet Minister"" ",18576,v1,22038,https://civitai.com/api/download/models/22038,['mrkrut'],63,SD 1.5
muppet,"Mark Rutte VVD ""Muppet Minister"" ",18576,v1,22038,https://civitai.com/api/download/models/22038,['mrkrut'],63,SD 1.5
style,AllOldRPGArtS1_1990s,9928,AllOldRPGArtS1_1990s 1.01,11797,https://civitai.com/api/download/models/11797,['alloldrpgarts1'],218,SD 1.5
roleplaying games,AllOldRPGArtS1_1990s,9928,AllOldRPGArtS1_1990s 1.01,11797,https://civitai.com/api/download/models/11797,['alloldrpgarts1'],218,SD 1.5
rpg,AllOldRPGArtS1_1990s,9928,AllOldRPGArtS1_1990s 1.01,11797,https://civitai.com/api/download/models/11797,['alloldrpgarts1'],218,SD 1.5
anime,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
character,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
photorealistic,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
female,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
miniatures,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
paradise,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
photo,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
all,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
art style,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
woman,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
illustration,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
beautiful,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
game character,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
photography,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
portraits,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
realistic,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
real person,MMixRealisticA1,54588,v1.5 ,58955,https://civitai.com/api/download/models/58955,[''],139,Other
character,KawaharaV1,63132,v1.0,67658,https://civitai.com/api/download/models/67658,['kawahara'],159,SD 1.5
girls,KawaharaV1,63132,v1.0,67658,https://civitai.com/api/download/models/67658,['kawahara'],159,SD 1.5
realistic,KawaharaV1,63132,v1.0,67658,https://civitai.com/api/download/models/67658,['kawahara'],159,SD 1.5
characters,KawaharaV1,63132,v1.0,67658,https://civitai.com/api/download/models/67658,['kawahara'],159,SD 1.5
photorealistic,HSPU,4067,HSPU 1.1,4553,https://civitai.com/api/download/models/4553,[''],1858,SD 1.4
concept,HSPU,4067,HSPU 1.1,4553,https://civitai.com/api/download/models/4553,[''],1858,SD 1.4
photography,HSPU,4067,HSPU 1.1,4553,https://civitai.com/api/download/models/4553,[''],1858,SD 1.4
realistic,HSPU,4067,HSPU 1.1,4553,https://civitai.com/api/download/models/4553,[''],1858,SD 1.4
photorealistic,通用性：建筑/室内/人物  Mr_Mc_Fanyong_V15_1.2,72883,Mr_Mc_Fanyong_V15_1.2,94326,https://civitai.com/api/download/models/94326,[''],1048,SD 1.5
buildings,通用性：建筑/室内/人物  Mr_Mc_Fanyong_V15_1.2,72883,Mr_Mc_Fanyong_V15_1.2,94326,https://civitai.com/api/download/models/94326,[''],1048,SD 1.5
woman,通用性：建筑/室内/人物  Mr_Mc_Fanyong_V15_1.2,72883,Mr_Mc_Fanyong_V15_1.2,94326,https://civitai.com/api/download/models/94326,[''],1048,SD 1.5
建筑,通用性：建筑/室内/人物  Mr_Mc_Fanyong_V15_1.2,72883,Mr_Mc_Fanyong_V15_1.2,94326,https://civitai.com/api/download/models/94326,[''],1048,SD 1.5
风格,通用性：建筑/室内/人物  Mr_Mc_Fanyong_V15_1.2,72883,Mr_Mc_Fanyong_V15_1.2,94326,https://civitai.com/api/download/models/94326,[''],1048,SD 1.5
室内,通用性：建筑/室内/人物  Mr_Mc_Fanyong_V15_1.2,72883,Mr_Mc_Fanyong_V15_1.2,94326,https://civitai.com/api/download/models/94326,[''],1048,SD 1.5
插画,通用性：建筑/室内/人物  Mr_Mc_Fanyong_V15_1.2,72883,Mr_Mc_Fanyong_V15_1.2,94326,https://civitai.com/api/download/models/94326,[''],1048,SD 1.5
2.5d,Chrysanthemum Mix,38636,v1.0,44553,https://civitai.com/api/download/models/44553,[''],1503,SD 1.5
base model,CampurSari,77451,Gen-1,82235,https://civitai.com/api/download/models/82235,[''],1127,SD 1.5
realistic,CampurSari,77451,Gen-1,82235,https://civitai.com/api/download/models/82235,[''],1127,SD 1.5
photorealistic,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
female,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
art,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
realism,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
style,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
woman,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
fantasy,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
realistic,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
limitless,DestinyFantasy,34763,v2.0,104239,https://civitai.com/api/download/models/104239,[''],1152,SD 1.5
anime,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
3d,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
sexy,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
female,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
meme,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
animated,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
vivid,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
base model,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
2dn,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
duskfall portal crew art style,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
detail eye,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
nudes,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
maplesyrup,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
woman,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
illustration,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
2d,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
girls,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
vibrant,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
vivid colors,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
large breasts,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
crazy eyes,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
crazy face,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
syrup,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
2.5d,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
osenayan mix,Identity Disorder (NSFW SUPPORT),30203,2.0,61088,https://civitai.com/api/download/models/61088,[''],1246,SD 1.5
anime,donko-mix,7010,v2.0,93395,https://civitai.com/api/download/models/93395,[''],1361,SD 1.5
landscapes,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
animals,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
forest,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
mountains,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
lakes,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
pacific northwest,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
pnw,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
background,dv PNW,3834,v1,4250,https://civitai.com/api/download/models/4250,['dvPNW'],740,SD 1.5
vector,Basil Korea 2DFilter,46060,v1.0,50677,https://civitai.com/api/download/models/50677,[''],825,SD 1.5
aesthetic,Basil Korea 2DFilter,46060,v1.0,50677,https://civitai.com/api/download/models/50677,[''],825,SD 1.5
style,Basil Korea 2DFilter,46060,v1.0,50677,https://civitai.com/api/download/models/50677,[''],825,SD 1.5
vector art,Basil Korea 2DFilter,46060,v1.0,50677,https://civitai.com/api/download/models/50677,[''],825,SD 1.5
filter,Basil Korea 2DFilter,46060,v1.0,50677,https://civitai.com/api/download/models/50677,[''],825,SD 1.5
animals,MeloTheCat,9827,v2,11674,https://civitai.com/api/download/models/11674,['mloctst'],573,SD 1.5
cats,MeloTheCat,9827,v2,11674,https://civitai.com/api/download/models/11674,['mloctst'],573,SD 1.5
pet,MeloTheCat,9827,v2,11674,https://civitai.com/api/download/models/11674,['mloctst'],573,SD 1.5
anime,DiaMix,75949,v2.0,87747,https://civitai.com/api/download/models/87747,[''],837,SD 1.5
style,DiaMix,75949,v2.0,87747,https://civitai.com/api/download/models/87747,[''],837,SD 1.5
photorealistic,PhotoSensitive,69681,v1.0,74341,https://civitai.com/api/download/models/74341,[''],158,SD 1.5
photo,PhotoSensitive,69681,v1.0,74341,https://civitai.com/api/download/models/74341,[''],158,SD 1.5
woman,PhotoSensitive,69681,v1.0,74341,https://civitai.com/api/download/models/74341,[''],158,SD 1.5
girls,PhotoSensitive,69681,v1.0,74341,https://civitai.com/api/download/models/74341,[''],158,SD 1.5
realistic,PhotoSensitive,69681,v1.0,74341,https://civitai.com/api/download/models/74341,[''],158,SD 1.5
anime,Based66,61643,v3.0,67841,https://civitai.com/api/download/models/67841,[''],1498,SD 1.5
female,Based66,61643,v3.0,67841,https://civitai.com/api/download/models/67841,[''],1498,SD 1.5
style,Based66,61643,v3.0,67841,https://civitai.com/api/download/models/67841,[''],1498,SD 1.5
girls,Based66,61643,v3.0,67841,https://civitai.com/api/download/models/67841,[''],1498,SD 1.5
anime,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
boy,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
base model,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
portrait,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
guy,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
illustration,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
2d,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
fantasy,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
male,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
man,WolfBoys_2D,45092,v2.0,68509,https://civitai.com/api/download/models/68509,[''],2907,SD 1.5
art,LS Veritas,83864,v1.0,89138,https://civitai.com/api/download/models/89138,[''],119,SD 1.5
base model,LS Veritas,83864,v1.0,89138,https://civitai.com/api/download/models/89138,[''],119,SD 1.5
portrait,LS Veritas,83864,v1.0,89138,https://civitai.com/api/download/models/89138,[''],119,SD 1.5
realistic,LS Veritas,83864,v1.0,89138,https://civitai.com/api/download/models/89138,[''],119,SD 1.5
landscape,LS Veritas,83864,v1.0,89138,https://civitai.com/api/download/models/89138,[''],119,SD 1.5
photo,caulkinumV1_S series for Realistic Style,45689,SJA,100677,https://civitai.com/api/download/models/100677,[''],2840,SD 1.5
style,caulkinumV1_S series for Realistic Style,45689,SJA,100677,https://civitai.com/api/download/models/100677,[''],2840,SD 1.5
realistic,caulkinumV1_S series for Realistic Style,45689,SJA,100677,https://civitai.com/api/download/models/100677,[''],2840,SD 1.5
anime,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
landscapes,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
creatures,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
final fantasy,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
architecture,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
ffix,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
style,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
woman,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
men,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
video game,effeffIX Concept Diffusion ,2294,Main,2485,https://civitai.com/api/download/models/2485,"['effeff9 woman,effeff9 man,effeff9 creature,effeff9 architecture']",240,Other
kratos,Kratos,8799,1.0,10388,https://civitai.com/api/download/models/10388,['kratos person'],115,Other
god of war,Kratos,8799,1.0,10388,https://civitai.com/api/download/models/10388,['kratos person'],115,Other
video game,Kratos,8799,1.0,10388,https://civitai.com/api/download/models/10388,['kratos person'],115,Other
base model,Chillmixreal,64481,v1.0,69089,https://civitai.com/api/download/models/69089,[''],289,SD 1.5
style,Garland Style (花环风格),60884,v1.1,82447,https://civitai.com/api/download/models/82447,[''],384,Other
artstyle,Garland Style (花环风格),60884,v1.1,82447,https://civitai.com/api/download/models/82447,[''],384,Other
anime,hello2DAnime,94328,hello2DAnime_v1.0,100625,https://civitai.com/api/download/models/100625,[''],439,SD 1.5
character,hello2DAnime,94328,hello2DAnime_v1.0,100625,https://civitai.com/api/download/models/100625,[''],439,SD 1.5
2d,hello2DAnime,94328,hello2DAnime_v1.0,100625,https://civitai.com/api/download/models/100625,[''],439,SD 1.5
girls,hello2DAnime,94328,hello2DAnime_v1.0,100625,https://civitai.com/api/download/models/100625,[''],439,SD 1.5
characters,hello2DAnime,94328,hello2DAnime_v1.0,100625,https://civitai.com/api/download/models/100625,[''],439,SD 1.5
styles,hello2DAnime,94328,hello2DAnime_v1.0,100625,https://civitai.com/api/download/models/100625,[''],439,SD 1.5
hello,hello2DAnime,94328,hello2DAnime_v1.0,100625,https://civitai.com/api/download/models/100625,[''],439,SD 1.5
oil painting,Impressionism (Oil painting),28068,SD1.5,74821,https://civitai.com/api/download/models/74821,['a painting by mse'],3183,SD 1.5
style,Impressionism (Oil painting),28068,SD1.5,74821,https://civitai.com/api/download/models/74821,['a painting by mse'],3183,SD 1.5
illustration,Impressionism (Oil painting),28068,SD1.5,74821,https://civitai.com/api/download/models/74821,['a painting by mse'],3183,SD 1.5
brushstroke,Impressionism (Oil painting),28068,SD1.5,74821,https://civitai.com/api/download/models/74821,['a painting by mse'],3183,SD 1.5
anime,sd-anireal-v2.8,14340,v2.8,16881,https://civitai.com/api/download/models/16881,[''],289,SD 1.5
landscapes,sd-anireal-v2.8,14340,v2.8,16881,https://civitai.com/api/download/models/16881,[''],289,SD 1.5
girl,sd-anireal-v2.8,14340,v2.8,16881,https://civitai.com/api/download/models/16881,[''],289,SD 1.5
animation,sd-anireal-v2.8,14340,v2.8,16881,https://civitai.com/api/download/models/16881,[''],289,SD 1.5
korean woman,sd-anireal-v2.8,14340,v2.8,16881,https://civitai.com/api/download/models/16881,[''],289,SD 1.5
woman,sd-anireal-v2.8,14340,v2.8,16881,https://civitai.com/api/download/models/16881,[''],289,SD 1.5
ink,djz Ink Sama Fantasy V21,4004,0,4455,https://civitai.com/api/download/models/4455,['InkSamaFantasy'],151,SD 2.1 768
sama,djz Ink Sama Fantasy V21,4004,0,4455,https://civitai.com/api/download/models/4455,['InkSamaFantasy'],151,SD 2.1 768
style,djz Ink Sama Fantasy V21,4004,0,4455,https://civitai.com/api/download/models/4455,['InkSamaFantasy'],151,SD 2.1 768
fantasy,djz Ink Sama Fantasy V21,4004,0,4455,https://civitai.com/api/download/models/4455,['InkSamaFantasy'],151,SD 2.1 768
landscapes,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
3d,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
general purpose,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
digital art,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
hyperrealism,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
style,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
art style,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
illustration,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
digital illustration,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
fantasy,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
portraits,Diabolique Merges,20825,NOISE OFFSET v2,41048,https://civitai.com/api/download/models/41048,[''],3887,SD 1.5
landscapes,Fantasy Background,5536,v1.0_pruned_fp16,6449,https://civitai.com/api/download/models/6449,[''],3177,SD 1.5
nature,Fantasy Background,5536,v1.0_pruned_fp16,6449,https://civitai.com/api/download/models/6449,[''],3177,SD 1.5
fantasy art,Fantasy Background,5536,v1.0_pruned_fp16,6449,https://civitai.com/api/download/models/6449,[''],3177,SD 1.5
scenery,Fantasy Background,5536,v1.0_pruned_fp16,6449,https://civitai.com/api/download/models/6449,[''],3177,SD 1.5
games,Fantasy Background,5536,v1.0_pruned_fp16,6449,https://civitai.com/api/download/models/6449,[''],3177,SD 1.5
fantasy,Fantasy Background,5536,v1.0_pruned_fp16,6449,https://civitai.com/api/download/models/6449,[''],3177,SD 1.5
style,djz Scuffed Robotics,22940,v21,27386,https://civitai.com/api/download/models/27386,['scuffedrobotics'],452,SD 2.1 768
robotics,djz Scuffed Robotics,22940,v21,27386,https://civitai.com/api/download/models/27386,['scuffedrobotics'],452,SD 2.1 768
